SatzID	Verb	Satz	Annotator A	Annotator B	Annotator C	Annotator D	Annotator E	Annotator F	Annotator G	Annotator H	Annotator I	Annotator J	
tueba-s13957-2	verwenden	Außerdem, so Axel Singhofen, Giftstoff-Experte von Greenpeace in Brüssel, sollte die Bestimmung nur sechs Phtalate betreffen- hauptsächlich solche, die gar nicht in Spielzeug verwendet werden.	*	76271	*	*	*	*	*	76271	*	*	
tueba-s14060-3	bleiben	Wer nun auf CDU-Seite die Absprache mit Scherf getroffen haben soll, bleibt unklar.	*	89969	73680	*	*	*	*	*	*	*	
tueba-s14121-1	schreiben	Die Verkleinerung der Bürgerschaft hat sich die AfB als zentrales Wahlkampfthema auf die Fahnen geschrieben.	82842	1	*	*	*	*	*	*	*	*	
tueba-s14449-0	entsprechen	Der Vorschlag der Bremer Senatorin Lemke-Schulte entspreche lediglich dem stand der Technik von 1982, hieß es 1989.	*	76442	*	*	*	*	76442	*	*	*	
tueba-s14538-4	sagen	Ob die praktisch fertige Anlage in diesem Jahr in Betrieb genommen werden sollte, hatte der Grünen-Politiker jedoch nicht gesagt.	*	78741	*	*	*	*	78848	*	*	*	
tueba-s15182-0	betreffen	' Der Krankenhausplan betrifft jeden in Berlin.	*	76528	*	*	*	*	*	76528	*	*	
tueba-s15969-1	suchen	In Moskau will Chirac nach Wegen aus dem Krieg suchen.	82329	82329	*	*	*	*	*	*	*	*	
tueba-s15980-0	sagen	Vielmehr sage er' ganz besonders den jungen Generationen, die den Krieg nicht kennengelernt haben', daß der Kampf von heute exemplarisch sei.	73759	78848	*	*	*	*	78741	78741	*	*	
tueba-s16238-0	arbeiten	Auch deshalb arbeite ich schließlich hier.'	*	75278	*	*	*	*	*	75278	*	*	
tueba-s17078-0	brauchen	Einen Kopf zum Denken braucht man natürlich schon.	*	85727	*	*	*	*	85724	*	*	*	
tueba-s17424-0	machen	Doch was sie groß gemacht hatte, machte sie auch wieder klein: Im Herbst 1990 rebellierten ihre Minister gegen ihren selbstherrlichen Führungsstil.	73302	73302	*	*	*	*	*	82751	*	*	
tueba-s17951-0	lassen	Es läßt sich aber feststellen, daß viele der Patienten aus schwierigen Familien stammen.	*	109385	*	*	*	*	73832	*	*	*	
tueba-s18054-0	feiern	Während die Initiatoren am Tag der offenen Tür vor allem sich selbst feierten, blieb der Optimismus der 22 Jugendlichen verhalten.	*	75047	*	*	*	*	75039	*	*	*	
tueba-s18159-0	scheinen	Jetzt scheint die polnische Regierung einen Überraschungscoup zu planen.	*	73621	*	*	*	*	73621	*	*	*	
tueba-s18398-1	finden	Er sieht sich alles an und findet es so gerade gar nicht modern.	77273	129655	77273	*	*	*	*	*	*	*	
tueba-s19135-2	finden	Schon im letzten Jahr hatten Aufrufe der Demoleitung, Ketten zu bilden, kaum Resonanz gefunden.	82307	82307	*	*	*	*	*	*	*	*	
tueba-s19266-0	mögen	Gesine Schwan möchte einen Campus nach amerikanischen Vorbild und Zusammenhalt und Kommunikation aller Mitglieder der Uni stärken	*	73584	*	*	*	*	*	73584	*	*	
tueba-s19992-0	scheinen	Einen Ausweg schien die militärische Überlegenheit der Nato, der Glaube an die Perfektion der Technik zu bieten.	*	73621	*	*	*	*	73621	73621	*	*	
tueba-s20416-0	danken	Wir danken tapfer und trinken in der kleinen engen Küche schweißgebadet das heiße Getränk.	*	76229	76229	*	*	*	76229	*	*	*	
tueba-s20677-2	sagen	Die Beschwerde gegen den VerwG-Beschluß würde noch im Lauf des gestrigen Tages beim OVG eingereicht, sagte der NPD-Pressesprecher Klaus Beier.	*	78741	*	*	*	*	78848	*	*	*	
tueba-s20686-2	ermöglichen	Deshalb sollte der Bremer Innensator sich am Rande des Bundesrats heute dafür einsetzen, daß im Rahmen von Familienzusammenführung die weitere Aufnahme von Kosovo-Vertriebenen ermöglicht wird.	82764	76087	*	*	*	*	*	*	*	*	
tueba-s21148-0	glauben	' Ich glaube, jetzt lassen wir wirklich nichts mehr anbrennen', droht der Rückraumspieler:	77245	78334	*	*	*	*	*	*	*	*	
tueba-s21767-2	stellen	Ich teile die Ansicht des Bundeskanzlers, der solche Vergleiche für nicht angemessen hält, weil sie die Singularität des Holocaust in Frage stellen.	*	75355	*	*	*	*	*	77547	*	*	
tueba-s21854-1	nutzen	Die Ansätze für eine politische Reform müssen in dieser Regierung tatsächlich genutzt werden.	76258	76258	*	*	*	*	76258	*	*	*	
tueba-s22605-0	glauben	Glaubt man den Ankündigungen des Oberhausener Presseamtes, dann eröffnet das geplante Projekt' Neue Mitte Oberhausen', das eine Einkaufs- und Freizeitanlage auf einem etwa 60 Fußballfelder großen ehemaligen Thyssen-Gelände umfaßt, der Revierstadt rosige Zukunftsaussichten.	77245	77245	*	*	*	*	*	*	*	*	
tueba-s22982-0	suchen	Verunglückte Einigung und neuerliche Spaltung suchen sich ein Ventil.	82329	77422	*	*	*	*	*	*	*	*	
tueba-s23093-1	entsprechen	Industriearbeiter verdienen im Schnitt 20.000 Forint( 400 Mark), die offiziell 500.000 Arbeitslosen( das entspricht einer Rate von 9,3 Prozent; nach anderen Angaben sind es sogar 700.000) müssen sich, sofern sie anspruchsberechtigt sind, mit durchschnittlich 8.500 Forint( 170 Mark) begnügen.	*	73437	*	*	*	*	76442	*	*	*	
tueba-s23997-2	lassen	» Man kann die Leute nicht dauerhaft von drei Mark am Tag leben lassen«.	*	109386	*	*	*	*	*	*	*	73732	
tueba-s24180-2	machen	» Am besten, Sie überreichen dem potentiellen Käufer gleich eine Mängelliste und weisen ihn darauf hin, was in der Wohnung alles gemacht werden müßte«.	87005	78519	*	*	*	*	87005	*	*	*	
tueba-s24572-2	lassen	Und auch der Bürgermeister, einst über Peter Sakuths Langmut erzürnt, hat die Hoffnung auf die Polizei ziemlich fahren lassen.	*	109388	*	*	*	*	*	109385	*	*	
tueba-s24575-0	schreiben	An die' sehr geehrten Kolleginnen' Gärtner, Uhl und Trüpel schrieb der Senator.	78687	82842	*	*	*	*	*	*	*	*	
tueba-s24585-0	lassen	WIR lassen jedem seine Freiheit.	*	109385	109385	*	*	*	*	*	*	*	
tueba-s24672-4	verwenden	Ein Kollektorrahmen aus Aluminium darf eben nicht mit einer Bierdose verglichen werden, denn eine optimale Solaranlage liefert z.B. in 20 Betriebsjahren 20 mal soviel Energie wie für ihre Herstellung verwendet wurde.	*	76271	*	*	*	*	*	76054	*	*	
tueba-s24679-0	bleiben	In der Zwischenzeit bleibt dann alles beim Alten: Der Drogenstrich bleibt in der Friesen- und Humboldtstraße, die Junkies und Dealer teilen sich das Gebiet zwischen Brunnenstraße und Mozartstraße.	73680	73646	*	*	*	*	*	*	*	*	
tueba-s26760-0	lassen	Läßt sich Blei damit als postmoderner Autor vereinnahmen?	109385	109388	*	*	*	*	*	*	*	*	
tueba-s27331-2	geben	Einen Zufluchtsort für Frauen, die von ihren Männern mißhandelt werden, gibt es nunmehr auch in Treptow.	*	73264	73264	*	*	*	*	*	*	*	
tueba-s28386-2	nutzen	Und hat gar keine schlechten Gründe: Das Grundstück wird derzeit als Firmenparkplatz und Wendeplatz für LKWs genutzt.	76258	76258	*	*	*	*	76258	*	*	*	
tueba-s28534-0	bleiben	Doch die Experten der SPD blieben skeptisch.	73680	89969	*	*	*	*	*	*	*	*	
tueba-s28995-2	brauchen	Jedes Jahr würden Arzneimittel in Milliardenhöhe verordnet,' die nur teilweise oder gar nicht gebraucht werden und dann auf dem Müll landen'.	*	85727	*	*	*	*	85727	*	*	*	
tueba-s29349-2	vergessen	Boris, dem sein Auge auch immer noch weh tut, charakterisiert eine solche Haltung mit dem Kommentar:' Nichts vergessen und nichts gelernt!'	*	77698	*	*	*	*	*	77698	*	*	
tueba-s29632-3	finden	Die aber speiste sie ab mit dem lapidaren Verweis, daß derzeit in Bonn an einem' Kriegsfolgenbereinigungsgesetz' gearbeitet werde, in dem auch Inhaftierte und Deportierte aus den ehemaligen deutschen Ostgebieten Berücksichtigung finden sollen.	77553	77553	*	*	*	*	*	*	*	*	
tueba-s30075-2	finden	Doch halt, in einem Raum, der ansonsten von der Architektursammlung bespielt wird, findet man eine Arbeit von Raffael Rheinsberg, eine akribisch geordnete Sammlung von Apparaten, Schildern und Kleidungsstücken eines ehemaligen Kontrollpunktes: Einreise, Februar 1990.	*	129655	*	*	*	*	*	82307	*	*	
tueba-s32670-0	bleiben	Auch der Kommunistischen Partei blieb er treu.	73680	89970	*	*	*	*	*	*	*	*	
tueba-s32957-0	lernen	Und Bridge lernen ist auch gar nicht schwer.	*	77485	*	*	*	*	77485	*	*	*	
tueba-s33096-0	glauben	Ich glaube kaum, denn von ihrem demokratischen Auftrag beseelte, gottesfürchtige bayerische Polizeibeamte wollten die Staatsgäste aus aller Welt doch nur vor Chaoten, Randalierern und Extremisten beschützen.	78334	77245	*	*	*	*	*	*	*	*	
tueba-s33189-3	geben	Was aber wirklich an dieser Serie stört, sind die erbärmlichen Fußballer-Schauspieler, die unsportlich auf dem Rasen herumhüpfen und weder Vollspannschuß noch Außenristpaß überzeugend zu geben wissen.	*	130719	*	*	*	*	*	130716	*	*	
tueba-s33413-3	zahlen	Langfristig können wir jedoch durch eine Steuerflucht der Bürger in eine schwierige Situation kommen, ähnlich wie in Hamburg: Viele Bürger ziehen nach außerhalb, zahlen dort ihre Steuern, nutzen aber nach wie vor Leistungen der Stadt: Krankenhaus, Schule, Universität.	*	73967	*	*	*	*	*	73967	*	*	
tueba-s33908-3	geben	Aber es wird dennoch viel zu erleben sein, es gibt wunderbare Exponate, die wir hoffentlich auch teilweise zum Laufen bringen...	*	73264	*	*	*	*	73264	*	*	*	
tueba-s34043-0	bleiben	Das bleibt allerdings auch der einzige' optimale Schutz' für die Junkiefrauen.	73680	89969	*	*	*	*	*	*	*	*	
tueba-s34572-2	schreiben	Sogar SED-Chef Honecker wurde von der Stasi abgehört, schreibt der ehemalige Modrow-Mitarbeiter, Karl-Heinz Arnold, in seinem neuesten Buch.	*	112174	*	*	*	*	*	78962	*	*	
tueba-s34785-2	zahlen	Um Schlagzeilen zu machen, nehmen sie bei ihren Auslandsreisen Journalisten nicht nur mit, sondern zahlen ihnen auch Flug- und Hotelkosten oder besorgen dafür Sponsoren.	*	73967	*	*	*	*	74008	*	*	*	
tueba-s35269-1	lernen	Zu Zeiten des Parteistaates haben wir die Menschenrechte gelernt, um uns den westlichen Demokratien annähern zu können.	77485	77485	*	*	*	*	*	*	*	*	
tueba-s35463-0	glauben	Ich glaube, es war die große Liebe zwischen den beiden.	78334	77245	*	*	*	*	*	*	*	*	
tueba-s35761-2	erstellen	Wer so mit heiler Restnatur argumentiert, müßte eigentlich eine Öko-Bilanz erstellen.	*	83160	*	*	*	*	*	83160	*	*	
tueba-s36324-5	lassen	Topmodel Claudia Schiffer wird bei RTL2 als Talkmasterin vorerst doch nur ein einziges Mal zu sehen sein: Ursprünglich sollte die Schiffer zwölf Prominente für ihre TV-Talkshow interviewen, jetzt läßt sie es bei dreien bewenden.	*	109388	*	*	*	*	*	*	*	109385	
tueba-s37173-0	weisen	Oft weisen ihre Texte in eine andere Richtung als die der männlichen Kollegen.	*	82722	82722	*	*	*	*	*	*	82722	
tueba-s38193-4	mögen	Die Ortsvereinsvorsitzenden saßen dabei und hörten es und verstanden: eine neuerliche Niederlage bei dem Versuch der politischen Karriere will sich der Professor, der seinen eigentlichen Beruf offenbar nicht mag, wohl ersparen.	*	73584	*	*	*	*	*	73584	*	*	
tueba-s38242-0	finden	Erst als bei einer Durchsuchung des neuen Wohnsitzes des 33jährigen Schmuck der Opfer gefunden wurde, legte der Verhaftete ein umfassendes Geständnis ab.	82307	82307	*	*	*	*	*	*	*	*	
tueba-s38417-1	stellen	In dem Spitzengespräch hat die Bundesregierung der Daimler-Benz Aerospace AG militärische Großaufträge in Aussicht gestellt.	*	80844	*	*	*	*	75355	*	*	*	
tueba-s38699-2	sagen	' Ich selbst habe die Forderung mehrfach gehört', sagt er.	78741	78741	*	*	*	*	*	*	*	*	
tueba-s39325-0	suchen	Die Polizei suchte und fand keinen Täter.	82329	82329	*	*	*	*	*	*	*	*	
tueba-s41379-0	bleiben	Doch bleiben die BesucherInnen des' Indischen Lichterfestes' am Samstag abend im Übersee-Museum ordnungsgemäß auf ihren Stühlen sitzen.	*	89969	73680	*	*	*	*	*	*	*	
tueba-s42130-2	zahlen	' Wir haben uns das Geld vom Mund abgespart, und als wir nicht mehr zahlen konnten, wurden wir wie ausgewrungene Putzlappen in die Ecke gefeuert.'	73967	73967	*	*	*	*	*	*	*	*	
tueba-s42295-0	beginnen	Frankfurt/ Oder( dpa)- Wegen des Verdachts der Mißhandlung von vietnamesischen Schwarzhändlern in Bernau beginnt am 17. Januar ein zweiter Prozeß gegen Polizeibeamte.	83526	83526	*	*	*	*	*	*	*	*	
tueba-s42531-2	danken	Zwar versicherte Mauer, daß das Unternehmen nach wie vor nicht an der Integrität der Weltranglistenersten zweifele, und Opel-Aufsichtsrat Hans Wilhelm Gäb dankte ihr nach Unternehmensangaben für die jahrelange Partnerschaft.	76229	76229	*	*	*	*	*	*	*	*	
tueba-s43315-1	behaupten	' Die schützen sogar vor Aids', behauptet Piotrowicz.	*	78618	*	*	*	*	*	78618	*	*	
tueba-s43851-0	entsprechen	Sogar die Zahl der unbegabten Schreiber in unseren ausländischen Reihen entspricht dem Prozentsatz von Graphomanen in der deutschen Literatur.	*	76442	*	*	*	*	73437	*	*	*	
tueba-s43856-2	schreiben	Und haben uns Deutsche mit Gewalt gezwungen, deutsch zu schreiben?	*	78687	*	*	*	*	*	82842	*	*	
tueba-s43915-0	schreiben	Sie schreibt auf deutsch und auf japanisch.	*	112174	*	*	*	*	*	82842	*	*	
tueba-s44243-4	machen	' Es könnte alles so einfach sein', hat jemand mit dicken Buchstaben über einen Treppenabsatz gemalt und dahinter zwei Ausrufezeichen gemacht.	78519	85607	*	*	*	*	*	*	*	*	
tueba-s44355-2	nutzen	Der läßt sich bekanntlich kein Spielzeug entgehen und nutzte bei der gestrigen Pressevorführung die Gelegenheit, auf dem imaginären Führersitz des Transrapid die märkische Landschaft an sich vorbeihuschen zu lassen.	76258	129218	*	*	*	*	76258	*	*	*	
tueba-s44427-2	weisen	Obwohl der Polier alle erforderlichen niederländischen Papiere dabeihatte, wurden die Arbeiter aus dem Nachbarland von der Baustelle gewiesen.	*	75484	*	*	*	*	*	*	*	75484	
tueba-s44733-1	glauben	Wir sind auch dumm; wir glauben auch, wir wären Gott.	77245	77245	*	*	*	*	*	*	*	*	
tueba-s44757-1	beginnen	Musikstile machen oft die abenteuerlichsten Verwandlungen durch: Der Tango begann seine Laufbahn als von den gebildeten Argentiniern verachtete Bordellmusik, und das Bandoneon galt als ordinär quäkende Quetschkommode.	83526	83526	*	*	*	*	*	*	*	*	
tueba-s44937-1	finden	Und fast alle sind überzeugt, nur mit einer Dauer-Adresse wieder Arbeit zu finden.	77553	77553	*	*	*	*	*	*	*	*	
tueba-s45495-1	nutzen	Haben Sie diesen Hebel überhaupt genutzt?	76258	76258	*	*	*	*	76258	*	*	*	
tueba-s45996-1	schreiben	' Er sitzt Tag und Nacht da und schreibt neue Inspektionsanordnungen, statt sich den himmelschreienden Ausstattungs-Defiziten in den Amtsstuben der Staatsanwälte auch nur mit einer Silbe zu widmen.'	82842	82842	*	*	*	*	*	*	*	*	
tueba-s46133-2	betreffen	Im Urteil zum Nachtarbeitsverbot hatte das Bundesverfassungsgericht konstatiert, daß faktische Nachteile, die typischerweise Frauen betreffen, durch begünstigende Regelungen ausgeglichen werden dürfen.	*	76528	*	*	*	*	*	141358	*	*	
tueba-s46164-1	ermöglichen	Im Licht der Weltöffentlichkeit standen wir Deutsche, also jene 95 Prozent, die diesem Regime seine Untaten ermöglicht hatten, die daran beteiligt gewesen waren, Europa zu zerstören.	82764	76087	*	*	*	*	*	*	*	*	
tueba-s46170-3	feiern	Im Falle eines deutschen Sieges hätte der Völkische Beobachter die Mordlisten der Vernichtungslager veröffentlichen können- als Protokolle jener heldenhaften Standfestigkeit, als die der Massenmord von Himmler gefeiert worden war.	75047	75047	*	*	*	*	*	*	*	*	
tueba-s46176-1	bleiben	Es konnte nur deshalb ein Doppelpunkt unserer Empfindlichkeit bleiben, weil an diesem Ort die Ruinen der Todesfabrik noch besichtigt werden können.	89970	89969	*	*	*	*	*	*	*	*	
tueba-s46201-3	lernen	' Man kann fremde Mühsal nicht verstehen, wenn man sie nicht selbst zu tragen gelernt hat', betont die Frau, die ihre Kraft aus der Bergpredigt bezieht.	77499	77485	*	*	*	*	77485	*	*	*	
tueba-s46681-2	lieben	Er residiere in einer Villa bei Pisa, schwimme gern im Pool und liebe ausgewogene Ernährung vom Feinsten, wenn er Gassi gehe, tue er dieses nur im Cabrio, natürlich mit Chauffeur.	*	74628	*	*	*	*	74628	74628	*	*	
tueba-s47070-1	geben	Sie haben sich Mühe gegeben mit ihrem Thriller' Die einzige Zeugin'( Regie und teilweise Buch: Mario Azzopardi).	*	130716	*	*	*	*	139620	*	*	*	
tueba-s47166-1	ändern	Auch sie wußte nicht, was sich ändern soll.	*	84160	*	*	*	*	*	83557	*	*	
tueba-s47345-2	bleiben	' Wenn wir nicht da sind, heißt es wieder: Wo bleibt die FDP?	89969	89969	*	*	*	*	*	*	*	*	
tueba-s47707-0	finden	Auch gesanglich fand die Sängerin feine und nuancierte Töne.	77891	82307	*	*	*	*	*	82307	*	*	
tueba-s47752-0	finden	Die Dagebliebenen fanden 's am Ende großartig.	77273	129655	*	*	*	*	*	*	*	*	
tueba-s47991-0	geben	Es gibt wenig, was eine Annäherung fordert; und also erfährt man in der teflonbeschichteten Leere dieser Zwischenräume eine Annäherung an sich selbst.	*	73264	*	*	*	*	130718	73264	*	*	
tueba-s48020-1	schreiben	' taz hamburg' dokumentiert( gekürzte) Beiträge, die die beteiligten Künstler für den Katalog(' Infrasounds- Ein Stadtprojekt', Kellner Verlag, 120 S., ca. 20,- Mark) geschrieben haben.	82842	82842	*	*	*	*	*	*	*	*	
tueba-s48197-1	machen	Klinikleiter Klaus Böhme hält es indes für möglich, daß sich der Patient nur interessant machen will.	73302	85607	*	*	*	*	*	*	*	*	
tueba-s48295-0	ändern	Rechtslage ändern	*	84160	*	*	*	*	*	84160	*	*	
tueba-s49257-1	finden	Aber eine plausible Erklärung bleibt Holtfreter auch schuldig, warum einer wie er den Weg zu jenen Genossen fand, die ihn und seine Familie einst schurigelten.	77891	82307	*	*	*	*	*	*	*	*	
tueba-s49526-0	finden	Angela: In diesem ganzen Chaos finden wir immer noch etwas, wofür es sich zu leben lohnt.	82307	82307	*	*	*	*	*	*	*	*	
tueba-s49574-0	geben	Und es gibt keine Agressionen gegen die Serben- auch nicht, wenn mal wieder eine Granate eingeschlagen hat?	*	73264	*	*	*	*	73264	*	*	*	
tueba-s49679-0	machen	' Ohne Otto macht es wieder Spaß!'	73302	85607	*	*	*	*	*	*	*	*	
tueba-s49941-4	nutzen	Die Kleider saßen um die Taille eng wie ein Mieder, um Brust und Hüften waren sie eine Winzigkeit weiter, gerade so, daß sich die Brüste problemlos bewegen konnten, während der Stoff seinen Spielraum um die Hüften dazu nutzte, sich in kleinen Falten hochzuschieben.	129218	129218	*	*	*	*	76258	*	*	*	
tueba-s50030-4	ermöglichen	Bei der Eröffnung des Akademischen Jahres berichtete Universitätsrektor Max Huber am Mittwoch in Bonn, nach dem Willen der Wissenschaftlerin solle das Geld verwendet werden, um jungen Studierenden und Gelehrten aus der islamischen Welt einen Arbeits- und Studienaufenthalt an der Bonner Hochschule zu ermöglichen.	82764	76087	*	*	*	*	*	*	*	*	
tueba-s50578-1	sagen	' Ich bin vom Landeskriminalamt', sagt der so harmlos aussehende Mann an der Tür,' erschrecken Sie nicht.'	*	78848	*	*	*	*	78741	*	*	*	
tueba-s51183-1	wohnen	Draußen in Dickel auf dem Lande habe sie die ersten drei Jahre wohnen müssen.	73329	73312	*	*	*	*	*	*	*	*	
tueba-s52992-1	ermöglichen	Dieses Abkommen solle es Rabins Regierung ermöglichen, Teile der Westbank an die palästinensische Selbstverwaltungsbehörde abzugeben.	76087	82764	*	*	*	*	*	*	*	*	
tueba-s53489-0	glauben	[...] Glauben Sie, das hätte was verändert?'	77245	77245	*	*	*	*	*	*	*	*	
tueba-s53784-2	nutzen	' Wenn ich die Macht hätte, würde ich sie vielleicht nutzen.	76258	76258	*	*	*	*	76258	*	*	*	
tueba-s53847-0	machen	Tatsächlich macht er für neue Pophelden wie Blur Videos.	78519	78519	*	*	*	*	*	*	*	*	
tueba-s54031-0	brauchen	Die braucht man zum Scratchen.	*	85727	*	*	*	*	85724	*	*	*	
tueba-s54157-2	geben	Das spanische Experiment, der Versuch, ein Gemeinwesen ohne Staat, Unterdrückung und Ausbeutung zu errichten, scheiterte nicht an inneren Widersprüchen- die es zweifellos gab-, es wurde zerrieben zwischen Stalinismus und Faschismus, denen die parlamentarischen Demokraten tatenlos beiwohnten.	*	73264	*	*	*	*	130719	*	*	*	
